Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)                                                                          
    0, 3.787E+00, 4.085E+00, 0.000E+00, 6.661E+01, 1.068E+02, 4.700E-02, 9.400E-02, 0.000E+00, 0.000E+00, 0.000E+00, 4.600E-02, 3.862E+01, 0.000E+00, 2.201E+02 
