Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)                                                                          
    0, 6.200E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-8.252E-11, 3.000E-02, 0.000E+00, 0.000E+00, 0.000E+00,-5.496E-10, 4.007E+02, 0.000E+00, 4.008E+02 
